Label,documents
cricket,sri lankans cleared of misconduct two sri lanka cricketers have been cleared of misconduct dating back to the icc champions trophy in avishka gunawardene and kaushal lokuarachchi were both the subject of an official disciplinary inquiry after allegations of drunken misconduct colombo newspaper had made the claims after defeat against england in southampton which led to sri lanka exiting the tournament early but the disciplinary panel could find no evidence against the players sri lanka cricket chief executive duleep mendis said nobody was prepared to give evidence and there was absolutely no evidence to substantiate the article allegations gunawardene hardhitting opener and lokuarachchi yearold legspinning allrounder were both dropped from the national squad after sri lanka tour of pakistan in october 
cricket,bangladesh build platform first test chittagong day two stumps bangladesh zimbabwe they began by extending their overnight by in just over two sessions for their highest test total of rajin saleh led the way with and mohammad rafique hit four sixes in his sharing stands of and with khaled mashud and mashrafe bin mortaza zimbabwe then lost four wickets inside overs before slight recovery the home side had only passed twice previously in tests scoring against india in their inaugural match in and in the west indies last year they suffered an early setback when aftab ahmed was lbw to christopher mpofu for six in the third over of play but saleh who was not out overnight progressed to his best score in tests before departing with the total on mashud innings was sedate in tempo taking up balls and featuring only six boundaries and he was denied half century when he became yearold graeme cremer first test victim legspinner cremer found the edge and mluleki nkala the sole slip fielder made no mistake mashud departure signalled an end to the niceties as rafique and mortaza tore into tiring bowlers in contrast to the opening session in which only runs were scored the duo went along at six an over before rafique was caught behind off mpofu but mortaza struck eight fours as he went past his previous best of reaching not out at tea mpofu bowled tapash baisya for six in the first over following the restart but mortaza responded by hoisting matsikenyeri over midwicket for six the innings finally came to an end when mortaza on cut ball from cremer into the hands of vusi sibanda at backward point mpofu finished with for the zimbabweans in his debut test appearance matsikenyeri got zimbabwe off to fluent start with five fours in his from balls before he was caught at slip in the eighth over vusimuzi sibanda scored all of his runs in boundaries before he was trapped by mohammad rafique the leftarm spinner also snaring cremer third ball for duck opener barney rogers was more watchful taking deliveries to open his account but he was run out at the nonstriker end when enamul haque diverted ball onto the stumps hamilton masakadza remained undefeated with four fours in his sharing an unbroken with brendon taylor who hit two fours in his eight not out as three boundaries came in the final two overs habibul bashar captain khaled mashud nafis iqbal javed omar mohammed ashraful rajin saleh aftab ahmed mohammed rafique enamul haque tapash baishya and mashrafe bin mortaza tatenda taibu captain elton chigumbura stuart matsikenyeri barney rogers vusimuzi sibanda hamilton masakadza brendan taylor graeme cremer christopher mpofu douglas hondo mluleki nkala umpires wijewardena sri asad rauf pkn 
cricket,england eye win after thorpe ton second test durban day four close england v south africa thorpe shared in stands of with andrew flintoff and with geraint jones after england had lost three for in the morning the lefthander th test ton came off balls and included fours the hosts fell to at stumps with matthew hoggard trapping home skipper graeme smith lbw for five to win south africa will have to break their own chasing record at the ground which they set in when scoring to beat australia on day three south africa waited all day for wicket but three came along at once when play resumed on the fourth makhaya ntini was the man to ignite the flame tempting andrew strauss into dalliance outside the offstump which was pouched by martin van jaarsveld at third slip the prolific opener had added only four runs to his overnight when departing ntini followed up with the wicket of michael vaughan whose poor run continued when he was cramped up by short ball and gloved behind for taking his fourinnings aggregate this series to shaun pollock was doing fine job tying up his end and england soon fell to when jacques kallis put an end to mark butcher painful ball it left the visitors leading by just with the middleorder exposed but the lack of depth in south africa attack gave england the chance to stabilise with graeme smith forced to rely on support acts dale steyn and nicky boje england reasserted thanks to thorpe and his partnerships with flintoff and jones flintoff careful to avoid pair of ducks was indecisive early on edging streakily for four and being struck on the shoulder in one steyn over but the allrounder ended the first session with fullblooded coverdrive that sent steyn to the fence and he carried on in similar vein after the interval six off pollock over longon was followed by two more off ntini over squareleg and flintoff emulated thorpe by reaching with boundary south africa only strike of the afternoon came when smith offered longhop to flintoff and enticed an edge which ab de villiers gloved behind the stumps england scoring rate increased when jones came to the crease and he complemented thorpe grafting approach with some abrasive strokeplay the keeper blazed off balls with fours and two sixes as england chased quick runs prior to the declaration joining thorpe in topedging the hapless steyn over the keeper head on numerous occasions south africa were forced to place fielder at longstop but the runs continued to flow until jones holed out at longon to give boje his sole strike ashley giles who will be fit to bowl in day five after suffering back spasms came out to bat but his swift removal by steyn prompted the declaration graeme smith captain herschelle gibbs jacques rudolph jacques kallis martin van jaarsveld hashim amla ab de villiers shaun pollock nicky boje makhaya ntini dale steyn marcus trescothick andrew strauss mark butcher michael vaughan captain graham thorpe andrew flintoff geraint jones ashley giles matthew hoggard simon jones stephen harmison hair taufel 
cricket,south africa recall spinner boje south africa have recalled spinner nicky boje for the first test against england which begins on december boje missed the recent tour of india because of fears he would be called in for questioning by indian police over matchfixing allegations pace bowler dale steyn and opening batsmen ab de villiers are new faces in man squad despite suffering poor form in india new wicketkeeper thami tsolekile has been preferred to mark boucher there is no place for opener herschelle gibbs who has been struggling with finger injury after missing the india trip and spin allrounder justin ontong has been dropped nicky boje who underwent minor surgery to remove growth in his neck will have to pass fitness test before the match port elizabeth where the first test is being held is south africa most spinfriendly venue graeme smith capt nicky boje hashim amla zander de bruyn ab de villiers boeta dippenaar andrew hall jacques kallis makhaya ntini shaun pollock jacques rudolph dale steyn thami tsolekile wkt 
cricket,boycott slams chucking plan geoff boycott has condemned the international cricket council proposal to relax rules on chucking the former england batsman said the move was made to benefit sri lanka spinner muttiah muralitharan whose doosra ball could soon be legal think it been brought in through pressure from sri lanka and murali supporters boycott told bbc sport it a sad day for cricket that this pressure can allow muralitharan to bowl whatever he wants degree flexing of the arm will be permitted following an extensive research programme conducted by biomechanics experts previously only degrees for fast bowlers and five degrees for spinners were permitted murali arm was measured at degrees while bowling his doosra prior to the delivery banning sri lanka cricket said such accusations were wide of the mark and that the rule change would be made to benefit all bowlers it is bit unfair spokesman told bbc sport we have always said that many things need to be considered but we have never pressured the icc and the decision is not only for murali it is for all we are very happy about it as it means murali will be able bowl his doosra sri lanka cricket appreciates it very much and we thank the icc for making such decision the icc executive will be asked to ratify the recommendations made by panel comprising aravinda de silva angus fraser michael holding tony lewis tim may and the icc own david richardson the panel met in dubai and studied video evidence of bowlers as well as hearing the opinions of the three biomechanical experts the scientific evidence is overwhelming holding said when bowlers who to the naked eye look to have pure actions are thoroughly analysed with the sophisticated technology now in place they are likely to be shown as straightening their arm by and in some cases degrees under strict interpretation of the law these players are breaking the rules the game needs to deal with this reality and make its judgment as to how it accommodates this fact de silva tipped fellow sri lankan murali the secondhighest test wickettaker with victims to raise the bar even higher he has so much cricket left in him that have little doubt that murali will reach the wicket mark in test cricket he said the icc has done the right thing and he can go ahead with his usual repertoire of bowling am glad for murali who will be relieved man now 
cricket,aussies unhappy with pitch australian skipper ricky ponting was still able to raise smile despite his side run defeat by india in the fourth test at mumbai they had already done enough to win the bordergavaskar trophy with victories at bangalore and nagpur their first series success in india since said thought it would be one of the alltime great series and the first three tests turned out that way this was nowhere near test pitch it was terribly disappointing he was less than thrilled however with pitch in mumbai which saw wickets fall on the second and third days to bring the match to an early resolution australia only needed in the final innings but were bowled out for in just overs as the indian spinners made the most of conditions it was definitely gettable but don think we played at our best with the bat today full credit to india though they batted well in tough conditions and when the game was there to be won with the ball they did what they had to do groundsman polly umrigar defended his pitch saying my verdict is that the batsmen did not apply themselves the wicket was not as difficult as it is being made out to be batsmen willing to play shots got ample opportunities ponting also paid tribute to vicecaptain adam gilchrist who led the side in the first three tests while he was recuperating from broken thumb when you look back through the series everyone has contributed in one way or another that a pleasing thing it what you need in good side he added it been great tour ve only been here short time but we ve certainly enjoyed ourselves think all of the players really enjoy touring india it a place we ve been to quite lot over the last few years every time we come back we enjoy it more and more and it certainly helps when you win as well michael clarke took on the final day and also contributed runs in his first test series but the man of the series award went to teammate damien martyn who made runs at an average of although he ended it with duck d have liked more runs in the second innings today martyn joked we came over here to win and fight hard it was bit disappointing to finish off that way but we ve won and the guiys have made fantastic effort in the last month we always know it going to be hard over here it always true test for batsman 
cricket,south africa recall boje south africa have recalled spinner nicky boje for the first test against england which begins on december boje missed the recent tour of india because of fears he would be called in for questioning by indian police over matchfixing allegations pace bowler dale steyn and opening batsmen ab de villiers are new faces in man squad despite suffering poor form in india new wicketkeeper thami tsolekile has been preferred to mark boucher there is no place for opener herschelle gibbs who has been struggling with finger injury after missing the india trip and spin allrounder justin ontong has been dropped nicky boje who underwent minor surgery to remove growth in his neck will have to pass fitness test before the match port elizabeth where the first test is being held is south africa most spinfriendly venue graeme smith capt nicky boje hashim amla zander de bruyn ab de villiers boeta dippenaar andrew hall jacques kallis makhaya ntini shaun pollock jacques rudolph dale steyn thami tsolekile wkt 
cricket,sri lanka cancel tour sri lanka have cancelled their cricket tour of new zealand following the tsunami disaster that has ravaged the country it has been confirmed the tour had been put on hold after the first oneday international game was played on december the same day the tidal wave struck the island country sri lanka cricket initially said it would postpone the tour but on wednesday decided to pull out we fully understand the decision said icc chief executive malcolm speed the latest death toll for sri lankans caught up in the disaster stands at statement from sri lanka cricket stated the sri lankan cricketers have always stood by the people of this country in good times and bad times the cancellation of this tour will enable the cricketers to help the board assist victims of the disaster speed said the impact of the tsunami on sri lanka has been devastating in this situation where two of our members have agreed to postpone the series there is no issue of fines or compensation the sri lankan players will now be able to return to their families and the series will be replayed at date in the future to be confirmed the tour comprising oneday internationals and test matches will now be rescheduled by both cricket boards by mutual agreement none of the sri lanka squad lost family members in the disaster but the mothers of sanath jayasuriya and upul chandana are believed to have been injured star spin bowler muttiah muralitharan meanwhile came within minutes of being caught up in the huge tidal waves which swept across the sri lankan coastline at galle missed the wave by minutes had only just left galle so am very lucky to be alive he said having had to miss the early part of the tour due to injury new zealand cricket chief executive martin snedden said we will now give the sri lankan cricket team every assistance to return home as soon as possible as the magnitude of the recent events in sri lanka has unfolded it has become more difficult for the sri lankan team to remain in new zealand 
cricket,kenya cricket boss fights sacking kenya cricket association president sharad ghai has obtained court order preventing his dismissal by the government over financial allegations ghai was accused of failing to account for sponsorship money resolve player disputes or hold regular elections sports minister ochillo ayacko has appointed caretaker committee headed by issac kalua to serve for three months before new elections take place but the order prevents kalua moving in for days pending judicial review ghai insisted his committee had always submitted receipts and audited accounts of its expenditure he has refused to hand over the office keys to kalua and was angered when the interim committee broke into the building under police supervision what we are saying is that this should have been done ina dignified manner he protested there was supposed to be date and time set for office handover and this is what is expected to happen in any civil society it is not the first time the government has made accusations of financial mismanagement against the board in they disbanded the committee but court reinstated the officials 
cricket,australia complete sweep third test sydney day four result australia bt pakistan pakistan continuing on overnight posted all out in their second innings and the home team quickly scored the runs needed for victory asim kamal top scored for the visitors with wellmade but australia were always in control after building firstinnings lead of and on turning wicket shane warne took and stuart macgill australia took three wickets during the morning session to reduce pakistan to still runs behind the home team firstinnings total it seemed at one point as though stubborn resistance would limit the visitors to the loss of yasir hameed during the first session of the day but with lunch approaching the australians swung the balance of the session in their favour with two wickets in two balls yousef youhana was bowled by macgill for before younis khan was trapped lbw to shane watson to become the allrounder first test victim after lunch shahid afridi was run out after typically aggressive innings and his dimissal was sparked fall of five wickets for runs as the pakistan lower order again threatened to capitulate at one point they had been reduced to after steadily losing wickets throughout the afternoon session shortly before the scheduled tea interval australia claimed the extra half hour as they went in search of victory but asim kamal partnered by mohammad asif who scored his first runs in test cricket put on for the last wicket to set australia meagre target for victory jason langer and matthew hayden wasted no time in setting about the victory target thrashing series of boundaries with victory just four runs away langer was bowled sweeping around his legs and new batsman ricky ponting smashed the next delivery to the boundary to seal victory matthew hayden justin langer ricky ponting capt damien martyn michael clarke shane watson adam gilchrist wkt shane warne jason gillespie glenn mcgrath stuart macgill salman butt imran farhat yasir hameed younis khanyousuf youhana capt asim kamal kamran akmal wkt mohammad asifshoaib akhtar navedulhasan danish kaneria umpires bowden nz shepherd eng 
cricket,vaughan endures day to forget this was england worst day for long time and was capped by captain michael vaughan being fined of his match fee match referee clive lloyd decision followed criticism from vaughan of the umpires handling of the bad light decisions on the second day the bowling throughout the day was awful and two balls from the close geraint jones dived directly in front of marcus trescothick at first slip and dropped herschelle gibbs on having declared and sacrificed the possibility of reaching century michael vaughan must have been horrified by the manner in which his bowlers responded briefly the conditions were ideal with low cloud hanging over the ground and although this was soon replaced by clear blue sky which made batting easier the direction of steve harmison in particular was woeful his first eight overs conceded only nine runs simply because the batsmen could not reach the ball far too many deliveries went down the legside and even matthew hoggard was below his best four wickets notwithstanding understandably james anderson was rusty having not played match since december but harmison day was made complete when he hobbled off with calf strain graeme smith and gibbs got away to flier but were separated in the th over when smith was trapped lbw to hoggard for this has been disappointing series so far for the south african captain and his demise was all the more embarrassing because he fell over and was flat on the ground when umpire bucknor finally raised his painfully slow finger the bowling was still erratic but hoggard struck again six overs later when rudolph laced wide half volley to gully where ashley giles took stinging catch that dislocated his right thumb jacques kallis again looked very well set and the stand with gibbs during the afternoon was looking ominous until hoggard found some extra bounce and kallis aiming to force off the back foot chopped the ball into his stumps for boeta dippenaar is one of the least exciting batsmen currently in test cricket and after minutes he fell to low catch at slip for duck the ball was so low to the ground when trescothick took it that dippenaar was reluctant to go tv replays which are only used now when the umpires are unsighted would probably have given the batsman the benefit of the doubt but mr dar sent him on his way to chorus of boos from the crowd ab devilliers joined gibbs who was now strangely becalmed and only runs were scored in the afternoon session but after devilliers hooked hoggard and was caught at long leg for gibbs reached his th century in almost five and half hours the second new ball failed to force an immediate breakthrough as gibbs and boucher launched counter attack and added crucial runs before boucher was caught at point for 
cricket,windies australia tour to proceed west indies are set to tour australia after row over sponsorship deals for individual players neared resolution the dispute began because of conflicts between west indies cricket board sponsor digicel and cable wireless who endorse number of the players both sides have accepted ruling on whether players can have their own deals but that has not been disclosed we are convinced we will have resolution that allows the tour to proceed arbiter keith mitchell said mitchell the prime minister of grenada appointed judge adrian saunders to make binding ruling on the issue but he refused to reveal what the ruling was the impasse has delayed the announcement of west indies man squad to play in the limitedovers tournament with australia and pakistan it will be the first competition they have taken part in since winning the icc champions trophy in england three months ago they are due to play their first warmup match against victoria on january 
cricket,australia build imposing lead third test nagpur day three stumps australia india india were bowled out for just in the morning session with paceman gillespie returning his eighth fivewicket haul in test cricket katich then made as the aussies established an intimidating run lead in reaching at stumps it places australia on the brink of first series win in india for years murali kartik showed some spirit with two wickets in the evening but with damien martyn and michael clarke at the crease and batting still to come australia look set to push on come friday india tail fared no better than the top order on nagpur lively pitch losing five wickets for in the morning after resuming play on eight balls into the day shane warne claimed his th test victim when fading one away from parthiv patel and taking the edge en route to slip skipper adam gilchrist delayed taking the new ball for few overs but was rewarded almost instantly when he did firstly gillespie gave clarke the first of two catches at third slip to get rid of agit agarkar and soon india last line of defence was dismantled when glenn mcgrath and first slip warne combined to oust kaif for second successive test match fifty india were nine down when kartik fell to gillespie one of eight to perish to catches off the edge of the bat and all that remained was for the paceman to bag his first fivewicket haul against india with the dismissal of last man zaheer with plenty of time left in the test and an opportunity to rest his attack presenting itself gilchrist chose not to enforce the followon despite australia run firstinnings lead the early loss of matthew hayden aside bowled during an excellent zaheer khan spell it proved sensible decision it was largely oneway traffic once australia had negotiated tough runfree minute period after lunch with justin langer surviving couple of close lbw appeals to put on for the second wicket with katich langer scratchy stay came to an end just after tea when trying to hit kartik out of the park but succeeding only in holing out at deep midwicket another meaningful partnership was in the offing however and katich and the inform martyn upped the scoring rate in deflating period for india katich was supreme against the spinners playing patiently square of the wicket and using his feet to move into the with sucessive ondriven boundaries off the hugely disappointing anil kumble but fate and kartik conspired against katich who stepped back in his crease and was plumb lbw to register the th score of in test cricket history martyn and clarke were untroubled in the closing overs against tiring attack the latter announcing his arrival at the crease with two glorious boundaries in one kumble over 
cricket,england stutter to zimbabwe win first oneday international harare england overs beat zimbabwe all out overs by five wickets after choosing to bowl they dismissed the home side for darren gough with elton chigumbura making the yearold shared stand of in overs with dion ebrahim michael vaughan made an attractive and debutant ian bell but late wickets created tension before victory was sealed with balls left vaughan chose to open his attack with gough and james anderson but both found it difficult to attain good line in the early stages anderson conceded three wides in the eighth over and both openers had recorded boundaries when in the ninth over slower ball from gough accounted for stuart matsikenyeri with the score on two overs later alex wharf picked up fortuitous wicket with his fifth delivery when brendan taylor dragged wide one onto the timbers far more dangerous delivery accounted for vusi sibanda who was unable to keep out rising ball the hosts had brief period of consolidation only to ruin it with runout as mark vermeulen was left short of his ground by direct throw from andrew strauss when tatenda taibu became the third batsmen to drag on something special was required and briefly it came from chigumbura the lissome righthander launched series of clean straightbladed shots hammering six fours and magnificent straight six off wharf in his minute innings ebrahim was beaten in the flight by ashley giles then in the next over chigumbura went for one lofted drive too many and was caught deep in the covers crowd of around had been delighted with his efforts but when he departed at there was little else from the tail gough wrapping up the innings with yorker in the final over england reply began smoothly until vikram solanki mistimed drive that looped to midoff for seven vaughan gradually unveiled some trademark strokes of classic nature in ball innings featuring five fours and six he departed in the th over with still needed caught at deep midwicket by chigumbura who in the same position had spilled chance offered by bell four overs earlier andrew strauss was soon back in the pavilion offering simple return catch to matsikenyeri to leave england having seemed set to guide his team home bell composed innings ended runs short of the victory target when he edged his th delivery to taibu paul collingwood needlessly pressed for second run and fell to sharp throw from utseya at leg gully then next ball geraint jones almost joined him after hesitation with kevin pietersen the debutant was content to edge england home in conservative fashion but won it with his only boundary straight down the ground as the tourists finally secured their ninth successive win over zimbabwe 
cricket,batsman law gains uk citizenship australianborn batsman stuart law has been granted british citizenship and will be able to play for lancashire as nonoverseas player in he has played domestic cricket in england for the past nine seasons six with essex and three with lancashire law said m glad that it happened quickly and with no problems hopefully it will benefit lancashire law could in theory play for england test side but he is now and his selection could be backward step that said his record of firstclass runs with centuries and at an average of could make him test candidate if there is an injury crisis and last april england chairman of selectors david graveney said we deal in runs and wickets and he is doing nothing wrong in that respect law played just one test for australia against sri lanka when he scored an unbeaten half century in his only innings he also appeared in oneday internationals 
cricket,pakistan urged to show more fight the head of the pakistan cricket board has warned the national team they are playing for their places in the two remaining tests in australia pakistan suffered run thrashing in perth where they were bowled out for just in their second innings pakistan is proud cricket nation and we want some continuity in the team but if the current lot can pick themselves up we will look at our reserve talent for future tours said pcb chairman shaharyar khan we know that under new coach bob woolmer the players need time to adjust to new system and method but we at least expect them to put up good fight he added crowd of about meanwhile burnt effigies of woolmer captain inzamamulhaq vicecaptain yousuf youhana and chief selector wasim bari in karachi on tuesday and former coach javed miandad has renewed his criticism of woolmer who took charge of the team only six months ago the team has some talented players and all they need is to make minor adjustments to their techniques and play with heart on australian wickets but think the coach also needs to stop blaming the players and making excuses for every poor performance woolmer is highly regarded coach and he needs to back his players and give them confidence at all times pakistan have lost four of the six tests they have played so far this year the second test against australia begins in melbourne on sunday 
cricket,england need to regroup south africa duly levelled the series in midafternoon when england unlikely top scorer steve harmison was caught in the gully for england now have three days of relaxation in cape town in which to contemplate their first defeat in matches before heading to johannesburg for the fourth test coach duncan fletcher main problem is that only handful of players are currently pulling their weight of the bowlers matthew hoggard is plugging away manfully but he and andrew flintoff appear to be the only seam bowlers michael vaughan feels he can trust at present simon jones is bowling steadily enough yet vaughan seems to bring him on only as last resort while harmison remains shadow of the bowler who until this tour topped the world rankings spinner ashley giles was more consistent in cape town than in the previous test but rarely looked threatening the lack of application of the batsmen however has been the principle reason for england having lost their lead andrew strauss and marcus trescothick can be excused criticism but even they would admit that along with all the others their wickets have been given away far too easily what must really frustrate fletcher is that south africa bowling attack is little more than workmanlike and should not have dismissed england for in their first innings in durban and in the first innings here on wearing pitch they still needed overs to bowl england out second time and the last wicket pair of harmison and hoggard were able to add with little difficulty at least the news of andrew flintoff injury is encouraging an mri scan revealed that his problem is an abdominal strain rather than intercostal had it been the latter it would have ended his tour at stroke but the belief now is that with treatment he should be fit to bowl in johannesburg if the injury does not recover in time england face the nightmare of trying to choose balanced team mark butcher prognosis does not appear to be as promising he is wearing cast on his left wrist which will be removed next week but time seems to be running out for him neutral observers still believe that england are the better team but having avoided defeat in durban and scored resounding victory here south africa now have the force with them 
cricket,scotland take small step into the big time there was no winner cheque on offer and no increase in status just trip to sharjah shiny trophy and the prestige of being considered the thbest team in world cricket but scotland were still celebrating heartily after winning the icc intercontinental cup beating kenya and canada in the final stages in the united arab emirates men in suits can talk for as long as they like about infrastructure and development pathways but sport is about winning and scotland came through where it mattered pace bowler john blain who was man of the match in the final after taking seven wickets fully realised the importance of an innings victory over canada we ve been moving on for number of years now narrowly missing out on the world cup but this is the nextbest thing he told bbc sport we ve always been confident of what ability we have but it about getting results the victory means more than some silverware for the cabinet however for team that appeared in the world cup but has not made highlight reels since the majority of the side are still amateurs and as blain pointed out it very difficult for guys to go from the world cup back to their jobs and keep the standard up the international cricket council is keen to improve the strength and depth behind the testplaying nations and this is just part of its development programme five associate member countries will appear in the world cup and the authorities are keen they should provide more than secondround bye for the bigger sides senior coach bob woolmer suggested that the threeday format would help hone skills for the limitedovers game blain gives the idea the thumbsup but also believes scotland exposure to english county cricket national league ncl has helped the guys have come here and played the cricket that they ve been playing the last couple of years in the ncl but in longer version of the game he said they ve learned how to be ruthless and go for the victory with some controversy this tournament was given firstclass status although only handful of players including blain and durham gavin hamilton normally play at that level with kenya lacking players because of pay dispute and canada losing world cup star john davison to australian domestic duty the standard was below county level however blain argued ve had sevenwicket hauls in county cricket but this must rate among them it international cricket and it the top of the tree this win will help strengthen scotland claim for fulltime oneday international status saving them from the qualification process they will have to prove themselves again next april when the icc trophy in ireland will act as world cup qualifier but blain believes consistency is building results are now starting to show we have squad of boys who can compete he continued we ve got more exposure now and the standard has moved on fantastically which will stand us in good stead when we go on to the qualifiers the intercontinental cup is not an end in itself but significant milestone along the way 
cricket,australia dominate india third test nagpur day two stumps australia india the home side closed on runs in arrears and still short of avoiding the followon glenn mcgrath playing in his th test took in overs as mohammad kaif not out propped up an innings that crawled at two runs per over australia were earlier dismissed for with michael clarke falling to zaheer khan nine short of ton india did not take long in wrapping up australia innings at the start of the day claiming the three remaining overnight wickets for runs jason gillespie lbw to zaheer and kasprowicz bowled by agit agarkar both fell cheaply leaving mcgrath as clarke last hope of second test century the veteran enjoyed his stay at the crease with two hooked boundaries and in the end it was he who remained unbeaten when clarke edged behind to end an entertaining knock that included boundaries india were given typically blustery start by virender sehwag who took four boundaries off gillespie first over it forced skipper adam gilchrist to protect the boundary with sweeper after just five overs but having forced australia on the defensive sehwag soon gave his wicket away flashing hard at mcgrath the opener became the aussie paceman th victim when edging into the gloves of the athletic gilchrist diving high to his right gillespie belted out of the attack by sehwag returned from the other end and struck immediately to have aakash chopra caught by warne at slip for eight it left india at lunch and very quiet period followed the interval as rahul dravid and the returning sachin tendulkar tried to block india to parity the pair put on runs in one ball shy of dawdling overs before tendulkar was trapped in front of stumps by gillespie for eight the grassy nagpur pitch meant shane warne introduction was delayed until the th over but two balls were all it took for the test cricket leading wickettaker to add to his tally in having vvs laxman caught by clarke in gully warne ousted him for the third time this series and reduced india to perilous in the process dravid stay at the crease was lengthy one but largely unproductive and after consuming balls for runs he edged mcgrath to slip it was predictable end after the veteran paceman had worked india standin skipper over with an array of balls which leapt off the seam on pitch more akin to australian grounds at india looked vulnerable but kaif and parthiv patel fresh from their century stand in the second test showed heart in the fading light it was not plain sailing for kaif spurned runout chance and catch off noball offered two reprieves but he grew into his task and even managed six off warne over longoff although india sixth wicket offered the home side hope australia were in strong position to push for the victory that would award them first series victory in india for years chopra sehwag dravid capt r tendulkar v laxman kaif a patel wkt b agarkar kumble kartik khan l hayden l langer m katich r martyn s lehmann j clarke c gilchrist capt wkt k warne s kasprowicz n gillespie d mcgrath aleem dar r shepherd 
cricket,england hopeful over jones england are hopeful that simon jones will be fit for the boxing day test against south africa despite going down with stomach bug the glamorgan paceman left friday practice session early to return to the team hotel he got slight bug but he had little bit of bowl and am sure he will be fine for the test captain michael vaughan commented jones took in the first test to help england to sevenwicket victory and coach duncan fletcher hopes he will return to bowling at express pace after lengthy rehabilitation from knee injury jones has bowled with reduced speed since tearing cruciate ligament at the start of the ashes tour now he got this confidence he can probably up the speed little bit fletcher told bbc sport and if he can do that we ve got strong bowling unit there the welshman showed glimpses of his former self during the recent oneday series in zimbabwe there were few balls he got over where he was just trying himself out fletcher continued and if he can get back up there he ll be back to being that shock bowler he hardly played any firstclass cricket he hardly played any games for glamorgan he only played few tests for us should jones fail to recover in time for the second test lancashire james anderson would be the obvious replacement 
cricket,union to contest vaughan penalty the hefty fine imposed on england captain michael vaughan during the fourth test against south africa is to be challenged by his players union vaughan lost his match fee of xcxa after referee clive lloyd ruled he was wrong to complain about inconsistent umpiring on the second day the captain felt the umpires erred over whether to play during poor light pca chief executive richard bevan said to impose fine is ridiculous and taken out of all proportion vaughan was charged with breach of level two of the international cricket council code of conduct there are four levels of offences ranging from one to four with four being the most serious only those punished for level three or four offences have the opportunity to contest if they are going to impose the maximum fine they must allow an appeal procedure bevan continued we will be calling the icc and if we don receive some common sense we will consider legal action under european laws vaughan made the comments after umpires steve bucknor and aleem dar ended the second day because of bad light even though vaughan who was at the crease at the time wanted to go on the icc expect players to promote the game and talk to tv and the media and all michael did was answer some questions honestly bevan explained he did not swear or abuse anyone he politely suggested there had been some in consistent umpiring he certainly did not bring cricket into disrepute it strikes me the umpires have had poor test both on and off the field all match bevan was due to meet the ecb on monday to get their backing 
cricket,australia take control third test sydney day three close australia pakistan they put on for the fifth wicket before gilchrist fell to spinner danish kaneria for ball innings which included five sixes ponting was bowled by navedulhasan soon after and kaneria worked his way through the tail for figures of australia were all out for lead of with pakistan at stumps the home side were anxious to make up for lost time after rain prevented any play during the morning session ponting resumed on but was content to play second fiddle to gilchrist who set about the bowling in his customary forthright manner he passed test runs as australia added during the afternoon and reached his th century in spectacular style with two sixes off mohammad asif to reach and then two successive fours off shahid afridi his captain meanwhile registered the highest score by an australian batsman at the sydney cricket ground when he passed greg chappell and was not out at tea he had lost gilchrist by then one of three stumping victims for kamran akmal but newcomer shane watson looked solid in his first test innings as they added ponting arrived off balls with boundary off naved but the bowler gained his revenge when the australian skipper chopped ball into his stumps he is now one of only batsmen in history to score four or more double centuries in tests and only the third australian after sir don bradman and chappell his departure heralded rush of five wickets in nine overs with watson caught for off kaneria who ended the innings with the wicket of shane warne for it was the third time the yearold legspinner had taken seven wickets in test innings facing such sizeable deficit pakistan needed good start to their second innings and yasir hameed and salman butt began with flurry of boundaries they put on in nine overs but the introduction of spin led to butt undoing as he flashed at wide ball from stuart macgill and was caught at slip by warne for hameed progressed to not out off balls and new partner younis khan made five before an offer of bad light from the umpires brought play to an end matthew hayden justin langer ricky ponting capt damien martyn michael clarke shane watson adam gilchrist wkt shane warne jason gillespie glenn mcgrath stuart macgill salman butt imran farhat yasir hameed younis khan yousuf youhana capt asim kamal kamran akmal wkt mohammad asif shoaib akhtar navedulhasan danish kaneria umpires bowden nz shepherd eng 
athletics,mcilroy wins indoor title james mcilroy motored to the aaa indoor title in sheffied on sunday in time of one minute seconds the larne athlete dominated the race from start to finish although he had to hold off late challenge from welshman jimmy watkins in the final metres had to go out and go through all the gears before the europeans and won run again until then said mcilroy though if got lucky d get close to the british record but blew up in the end mcilroy has been in superb form at the start of the season and will now start his buildup for the european indoors at madrid on march meanwhile paul brizzel and anna boyle reached the semifinals of the hurdles with boyle setting season best of in the women m final ailis mcsweeney broke michelle carroll longstanding irish record by clocking which left her in third place david gillick showed that he is genuine medal contender in the european indoor championships by claiming an impressive victory gillick was more than halfasecond clear when taking gold in outside his personal best set in saturday semifinals the irishman is now the fastest european this season derval rourke broke her own irish hurdles record by clocking which left her third behind new british record holder sarah claxton james nolan took second in the men m behind neil speaight but the offaly man was outside the european indoor standard colin costello was seventh in the final in deirdre ryan was second in the women high jump with clearance of while aoife byrne took silver in the in personal best of lisburn kelly mcneice reid was seventh in the women m while gary murray was th in the men m meanwhile stephen cairns and jill shannon claimed the individual titles at saturday northern ireland cross country championship in coleraine cairns came in ahead of paul rowan and allan bogle in the men race willowfield claimed their first men team title in years while shannon helped lagan valley win the women team honours 
